,year,Origen,Destino,Refugiados,Busca_asilo,Rechazados,Desplazamiento_interno,Rechazados_interno
37955,2018,Dominican Rep.,Canada,124,134,0,0,0
37956,2018,Ecuador,Canada,54,56,0,0,0
37957,2018,Equatorial Guinea,Canada,18,6,0,0,0
37958,2018,Eritrea,Canada,2715,789,0,0,0
37959,2018,Estonia,Canada,5,0,0,0,0
37960,2018,Ethiopia,Canada,1900,920,0,0,0
37961,2018,Fiji,Canada,54,5,0,0,0
37962,2018,Finland,Canada,0,5,0,0,0
37963,2018,France,Canada,10,49,0,0,0
37964,2018,Gabon,Canada,36,34,0,0,0
37965,2018,Gambia,Canada,91,96,0,0,0
37966,2018,Palestinian,Canada,1120,998,0,0,0
37967,2018,United Kingdom of Great Britain and Northern Ireland,Canada,11,0,0,0,0
37968,2018,Georgia,Canada,345,301,0,0,0
37969,2018,Germany,Canada,0,25,0,0,0
37970,2018,Ghana,Canada,352,293,0,0,0
37971,2018,Guinea-Bissau,Canada,9,10,0,0,0
37972,2018,Greece,Canada,14,23,0,0,0
37973,2018,Grenada,Canada,54,5,0,0,0
37974,2018,Guatemala,Canada,540,217,0,0,0
37975,2018,Guinea,Canada,446,273,0,0,0
37976,2018,Guyana,Canada,138,78,0,0,0
37977,2018,Haiti,Canada,7141,7046,0,0,0
37978,2018,"China, Hong Kong SAR",Canada,6,5,0,0,0
37979,2018,Honduras,Canada,996,334,0,0,0
37980,2018,Croatia,Canada,282,27,0,0,0
37981,2018,Hungary,Canada,3524,569,0,0,0
37982,2018,Iceland,Canada,0,5,0,0,0
37983,2018,Cote d'Ivoire,Canada,251,159,0,0,0
37984,2018,India,Canada,1457,5522,0,0,0
37985,2018,Indonesia,Canada,130,52,0,0,0
37986,2018,Ireland,Canada,0,28,0,0,0
37987,2018,Iran (Islamic Rep. of),Canada,2538,2547,0,0,0
37988,2018,Iraq,Canada,3025,858,0,0,0
37989,2018,Israel,Canada,207,63,0,0,0
37990,2018,Italy,Canada,5,110,0,0,0
37991,2018,Jamaica,Canada,933,270,0,0,0
37992,2018,Jordan,Canada,453,567,0,0,0
37993,2018,Japan,Canada,0,8,0,0,0
37994,2018,Kazakhstan,Canada,173,46,0,0,0
37995,2018,Kenya,Canada,475,364,0,0,0
37996,2018,Kyrgyzstan,Canada,71,15,0,0,0
37997,2018,Rep. of Korea,Canada,98,20,0,0,0
37998,2018,Dem. People's Rep. of Korea,Canada,478,0,0,0,0
37999,2018,Kuwait,Canada,85,32,0,0,0
38000,2018,Lao People's Dem. Rep.,Canada,5,0,0,0,0
38001,2018,Liberia,Canada,91,56,0,0,0
38002,2018,Libya,Canada,1330,483,0,0,0
38003,2018,Saint Lucia,Canada,994,25,0,0,0
38004,2018,Lebanon,Canada,886,479,0,0,0
38005,2018,Sri Lanka,Canada,3624,702,0,0,0
38006,2018,Lithuania,Canada,21,5,0,0,0
38007,2018,Luxembourg,Canada,0,5,0,0,0
38008,2018,Latvia,Canada,77,6,0,0,0
38009,2018,Madagascar,Canada,19,16,0,0,0
38010,2018,Mauritania,Canada,159,186,0,0,0
38011,2018,North Macedonia,Canada,47,0,0,0,0
38012,2018,Rep. of Moldova,Canada,126,5,0,0,0
38013,2018,Mexico,Canada,3457,3813,0,0,0
38014,2018,Mali,Canada,163,145,0,0,0
38015,2018,Malaysia,Canada,29,16,0,0,0
38016,2018,Malawi,Canada,18,33,0,0,0
38017,2018,Mongolia,Canada,160,45,0,0,0
38018,2018,Morocco,Canada,153,103,0,0,0
38019,2018,Mozambique,Canada,0,8,0,0,0
38020,2018,Malta,Canada,5,0,0,0,0
38021,2018,Montenegro,Canada,21,0,0,0,0
38022,2018,Mauritius,Canada,8,11,0,0,0
38023,2018,Myanmar,Canada,55,23,0,0,0
38024,2018,Namibia,Canada,376,5,0,0,0
38025,2018,Nepal,Canada,611,213,0,0,0
38026,2018,Netherlands (Kingdom of the),Canada,5,30,0,0,0
38027,2018,Niger,Canada,59,74,0,0,0
38028,2018,Nicaragua,Canada,83,348,0,0,0
38029,2018,Nigeria,Canada,5483,13049,0,0,0
38030,2018,Norway,Canada,0,5,0,0,0
38031,2018,Oman,Canada,7,0,0,0,0
38032,2018,Pakistan,Canada,5607,2901,0,0,0
38033,2018,Panama,Canada,20,24,0,0,0
38034,2018,Paraguay,Canada,14,7,0,0,0
38035,2018,Peru,Canada,224,185,0,0,0
38036,2018,Philippines,Canada,94,75,0,0,0
38037,2018,Papua New Guinea,Canada,5,0,0,0,0
38038,2018,Poland,Canada,129,113,0,0,0
38039,2018,Portugal,Canada,0,18,0,0,0
38040,2018,Qatar,Canada,12,0,0,0,0
38041,2018,Romania,Canada,216,1040,0,0,0
38042,2018,South Africa,Canada,67,216,0,0,0
38043,2018,Russian Federation,Canada,904,222,0,0,0
38044,2018,Rwanda,Canada,936,464,0,0,0
38045,2018,El Salvador,Canada,1559,708,0,0,0
38046,2018,Saudi Arabia,Canada,375,269,0,0,0
38047,2018,Serbia and Kosovo: S/RES/1244 (1999),Canada,322,64,0,0,0
38048,2018,Senegal,Canada,248,210,0,0,0
38049,2018,Seychelles,Canada,5,0,0,0,0
38050,2018,Singapore,Canada,14,5,0,0,0
38051,2018,Sierra Leone,Canada,82,38,0,0,0
38052,2018,Solomon Islands,Canada,6,0,0,0,0
38053,2018,Somalia,Canada,3245,766,0,0,0
38054,2018,Spain,Canada,6,59,0,0,0
38055,2018,Viet Nam,Canada,53,58,0,0,0
38056,2018,Saint Kitts and Nevis,Canada,45,0,0,0,0
38057,2018,Sudan,Canada,1173,735,0,0,0
38058,2018,Suriname,Canada,5,7,0,0,0
38059,2018,South Sudan,Canada,13,17,0,0,0
38060,2018,Slovakia,Canada,1004,365,0,0,0
38061,2018,Slovenia,Canada,7,5,0,0,0
38062,2018,Eswatini,Canada,148,0,0,0,0
38063,2018,Sweden,Canada,0,14,0,0,0
38064,2018,Syrian Arab Rep.,Canada,3558,803,0,0,0
38065,2018,United Rep. of Tanzania,Canada,162,121,0,0,0
38066,2018,Thailand,Canada,14,7,0,0,0
38067,2018,Tajikistan,Canada,52,20,0,0,0
38068,2018,Turkmenistan,Canada,19,8,0,0,0
38069,2018,Timor-Leste,Canada,0,5,0,0,0
38070,2018,Togo,Canada,121,73,0,0,0
38071,2018,Trinidad and Tobago,Canada,111,40,0,0,0
38072,2018,Tunisia,Canada,189,120,0,0,0
38073,2018,Türkiye,Canada,4241,1928,0,0,0
38074,2018,United Arab Emirates,Canada,39,10,0,0,0
38075,2018,Uganda,Canada,559,518,0,0,0
38076,2018,Ukraine,Canada,1319,298,0,0,0
38077,2018,Uruguay,Canada,7,9,0,0,0
38078,2018,United States of America,Canada,63,2507,0,0,0
38079,2018,Uzbekistan,Canada,181,32,0,0,0
38080,2018,Saint Vincent and the Grenadines,Canada,1191,21,0,0,0
38081,2018,Venezuela (Bolivarian Republic of),Canada,1876,1674,0,0,0
38082,2018,Yemen,Canada,1089,689,0,0,0
38083,2018,Zambia,Canada,29,22,0,0,0
38084,2018,Zimbabwe,Canada,1018,249,0,0,0
38085,2018,Stateless,Canada,417,307,0,0,0
38086,2018,Unknown,Canada,77,1586,0,0,0
38087,2018,Angola,Central African Rep.,14,0,0,0,0
38088,2018,Burundi,Central African Rep.,25,0,0,0,0
38089,2018,Central African Rep.,Central African Rep.,0,0,0,640970,306246
38090,2018,Chad,Central African Rep.,1695,37,1543,0,0
38091,2018,Cameroon,Central African Rep.,12,11,0,0,0
38092,2018,Congo,Central African Rep.,13,10,0,0,0
38093,2018,Dem. Rep. of the Congo,Central African Rep.,1547,301,2544,0,0
38094,2018,Guinea,Central African Rep.,7,0,0,0,0
38095,2018,Cote d'Ivoire,Central African Rep.,9,0,0,0,0
38096,2018,Liberia,Central African Rep.,9,5,0,0,0
38097,2018,Mali,Central African Rep.,5,0,0,0,0
38098,2018,Rwanda,Central African Rep.,199,0,0,0,0
38099,2018,Sudan,Central African Rep.,518,13,0,0,0
38100,2018,South Sudan,Central African Rep.,2573,5,2071,0,0
38101,2018,Togo,Central African Rep.,0,10,0,0,0
38102,2018,Türkiye,Central African Rep.,21,0,0,0,0
38103,2018,Uganda,Central African Rep.,5,5,0,0,0
38104,2018,Cuba,Cayman Islands,29,27,0,0,0
38105,2018,Mexico,Cayman Islands,5,0,0,0,0
38106,2018,Burundi,Chad,6,0,0,0,0
38107,2018,Central African Rep.,Chad,102087,1490,10066,0,0
38108,2018,Chad,Chad,0,0,0,165314,0
38109,2018,Cameroon,Chad,10,8,0,0,0
38110,2018,Congo,Chad,11,5,0,0,0
38111,2018,Dem. Rep. of the Congo,Chad,307,22,0,0,0
38112,2018,Eritrea,Chad,11,11,0,0,0
38113,2018,Ethiopia,Chad,24,14,0,0,0
38114,2018,Cote d'Ivoire,Chad,5,0,0,0,0
38115,2018,Libya,Chad,17,13,0,0,0
38116,2018,Niger,Chad,642,0,0,0,0
38117,2018,Nigeria,Chad,11310,23,0,0,0
38118,2018,Rwanda,Chad,13,0,0,0,0
38119,2018,Somalia,Chad,10,0,0,0,0
38120,2018,Sudan,Chad,336674,1855,1759,0,0
38121,2018,South Sudan,Chad,8,7,0,0,0
38122,2018,Syrian Arab Rep.,Chad,57,14,0,0,0
38123,2018,Türkiye,Chad,6,0,0,0,0
38124,2018,Yemen,Chad,5,5,0,0,0
38125,2018,Afghanistan,China,9,23,0,0,0
38126,2018,Burundi,China,5,6,0,0,0
38127,2018,Cameroon,China,5,168,0,0,0
38128,2018,Dem. Rep. of the Congo,China,5,13,0,0,0
38129,2018,Eritrea,China,5,0,0,0,0
38130,2018,Palestinian,China,13,0,0,0,0
38131,2018,Ghana,China,5,12,0,0,0
38132,2018,Iraq,China,15,12,0,0,0
38133,2018,Kenya,China,0,60,0,0,0
38134,2018,Liberia,China,0,8,0,0,0
38135,2018,Mozambique,China,0,11,0,0,0
38136,2018,Nigeria,China,0,18,0,0,0
38137,2018,Pakistan,China,18,24,0,0,0
38138,2018,Rwanda,China,0,8,0,0,0
38139,2018,Sierra Leone,China,0,5,0,0,0
38140,2018,Somalia,China,100,17,0,0,0
38141,2018,Viet Nam,China,321502,0,0,0,0
38142,2018,Syrian Arab Rep.,China,53,19,0,0,0
38143,2018,Türkiye,China,0,9,0,0,0
38144,2018,Uganda,China,5,55,0,0,0
38145,2018,Yemen,China,13,11,0,0,0
38146,2018,Zimbabwe,China,5,104,0,0,0
38147,2018,Afghanistan,Chile,13,13,0,0,0
38148,2018,Angola,Chile,0,8,0,0,0
38149,2018,Bangladesh,Chile,0,8,0,0,0
38150,2018,Bolivia (Plurinational State of),Chile,0,22,0,0,0
38151,2018,Brazil,Chile,0,5,0,0,0
38152,2018,Congo,Chile,8,5,0,0,0
38153,2018,Dem. Rep. of the Congo,Chile,5,0,0,0,0
38154,2018,Colombia,Chile,1218,5069,0,0,0
38155,2018,Costa Rica,Chile,5,0,0,0,0
38156,2018,Cuba,Chile,18,3289,0,0,0
38157,2018,Dominican Rep.,Chile,0,172,0,0,0
38158,2018,Ecuador,Chile,23,27,0,0,0
38159,2018,Palestinian,Chile,15,14,0,0,0
38160,2018,Ghana,Chile,0,10,0,0,0
38161,2018,Guatemala,Chile,0,5,0,0,0
38162,2018,Haiti,Chile,0,33,0,0,0
38163,2018,Honduras,Chile,5,0,0,0,0
38164,2018,Iraq,Chile,0,14,0,0,0
38165,2018,Kenya,Chile,5,0,0,0,0
38166,2018,Rep. of Korea,Chile,0,5,0,0,0
38167,2018,Sri Lanka,Chile,5,0,0,0,0
38168,2018,Mexico,Chile,0,5,0,0,0
38169,2018,Pakistan,Chile,0,7,0,0,0
38170,2018,Peru,Chile,113,19,0,0,0
38171,2018,Russian Federation,Chile,5,9,0,0,0
38172,2018,El Salvador,Chile,9,27,0,0,0
38173,2018,Senegal,Chile,5,5,0,0,0
38174,2018,Sierra Leone,Chile,0,5,0,0,0
38175,2018,Syrian Arab Rep.,Chile,107,36,0,0,0
38176,2018,Türkiye,Chile,26,5,0,0,0
38177,2018,United States of America,Chile,0,5,0,0,0
38178,2018,Venezuela (Bolivarian Republic of),Chile,9,3102,0,0,0
38179,2018,Yemen,Chile,0,5,0,0,0
38180,2018,Unknown,Chile,432,64,0,0,0
38181,2018,Angola,Cameroon,5,0,0,0,0
38182,2018,Burundi,Cameroon,70,25,0,0,0
38183,2018,Burkina Faso,Cameroon,0,23,0,0,0
38184,2018,Cambodia,Cameroon,5,0,0,0,0
38185,2018,Central African Rep.,Cameroon,274688,6533,17116,0,0
38186,2018,Chad,Cameroon,1567,458,0,0,0
38187,2018,Cameroon,Cameroon,0,0,0,668494,67653
38188,2018,Congo,Cameroon,54,21,0,0,0
38189,2018,Dem. Rep. of the Congo,Cameroon,534,176,24,0,0
38190,2018,Gambia,Cameroon,0,5,0,0,0
38191,2018,Guinea-Bissau,Cameroon,0,13,0,0,0
38192,2018,Guinea,Cameroon,12,176,0,0,0
38193,2018,Cote d'Ivoire,Cameroon,70,86,0,0,0
38194,2018,Iran (Islamic Rep. of),Cameroon,5,0,0,0,0
38195,2018,Liberia,Cameroon,9,0,0,0,0
38196,2018,Mauritania,Cameroon,5,0,0,0,0
38197,2018,Mali,Cameroon,0,162,0,0,0
38198,2018,Morocco,Cameroon,7,0,0,0,0
38199,2018,Niger,Cameroon,0,19,0,0,0
38200,2018,Nigeria,Cameroon,102287,37,0,0,0
38201,2018,Rwanda,Cameroon,863,195,0,0,0
38202,2018,Senegal,Cameroon,0,19,0,0,0
38203,2018,Sierra Leone,Cameroon,0,8,0,0,0
38204,2018,Sudan,Cameroon,94,39,0,0,0
38205,2018,South Sudan,Cameroon,13,0,0,0,0
38206,2018,Syrian Arab Rep.,Cameroon,22,6,0,0,0
38207,2018,Togo,Cameroon,17,11,0,0,0
38208,2018,Türkiye,Cameroon,0,80,0,0,0
38209,2018,Algeria,Congo,0,5,0,0,0
38210,2018,Angola,Congo,317,78,0,0,0
38211,2018,Burundi,Congo,94,12,0,0,0
38212,2018,Central African Rep.,Congo,24696,5507,3536,0,0
38213,2018,Chad,Congo,36,33,0,0,0
38214,2018,Cameroon,Congo,5,20,0,0,0
38215,2018,Congo,Congo,0,0,0,138000,0
38216,2018,Dem. Rep. of the Congo,Congo,11285,2737,0,0,0
38217,2018,Guinea,Congo,0,8,0,0,0
38218,2018,Cote d'Ivoire,Congo,5,32,0,0,0
38219,2018,Liberia,Congo,0,10,0,0,0
38220,2018,Mauritania,Congo,5,94,0,0,0
38221,2018,Mali,Congo,5,11,0,0,0
38222,2018,Niger,Congo,0,5,0,0,0
38223,2018,Nigeria,Congo,5,0,0,0,0
38224,2018,Rwanda,Congo,991,529,21,0,0
38225,2018,Sierra Leone,Congo,5,0,0,0,0
38226,2018,Sudan,Congo,30,58,0,0,0
38227,2018,South Sudan,Congo,0,13,0,0,0
38228,2018,Syrian Arab Rep.,Congo,12,19,0,0,0
38229,2018,Türkiye,Congo,0,5,0,0,0
38230,2018,Angola,Dem. Rep. of the Congo,490,13,0,0,0
38231,2018,Burundi,Dem. Rep. of the Congo,43010,529,180,0,0
38232,2018,Central African Rep.,Dem. Rep. of the Congo,172011,619,4285,0,0
38233,2018,Chad,Dem. Rep. of the Congo,5,16,0,0,0
38234,2018,Cameroon,Dem. Rep. of the Congo,0,26,0,0,0
38235,2018,Congo,Dem. Rep. of the Congo,657,29,0,0,0
38236,2018,Dem. Rep. of the Congo,Dem. Rep. of the Congo,0,0,0,4516866,0
38237,2018,Eritrea,Dem. Rep. of the Congo,5,0,0,0,0
38238,2018,Cote d'Ivoire,Dem. Rep. of the Congo,5,7,0,0,0
38239,2018,Kenya,Dem. Rep. of the Congo,0,5,0,0,0
38240,2018,Liberia,Dem. Rep. of the Congo,5,19,0,0,0
38241,2018,Mali,Dem. Rep. of the Congo,0,15,0,0,0
38242,2018,Nepal,Dem. Rep. of the Congo,0,5,0,0,0
38243,2018,Niger,Dem. Rep. of the Congo,0,5,0,0,0
38244,2018,Rwanda,Dem. Rep. of the Congo,216986,171,3053,0,0
38245,2018,Somalia,Dem. Rep. of the Congo,14,52,0,0,0
38246,2018,Sudan,Dem. Rep. of the Congo,152,5,0,0,0
38247,2018,South Sudan,Dem. Rep. of the Congo,95704,4229,367,0,0
38248,2018,Syrian Arab Rep.,Dem. Rep. of the Congo,5,20,0,0,0
38249,2018,Uganda,Dem. Rep. of the Congo,16,5,0,0,0
38250,2018,Afghanistan,Colombia,9,0,0,0,0
38251,2018,Bolivia (Plurinational State of),Colombia,5,0,0,0,0
38252,2018,Cameroon,Colombia,0,5,0,0,0
38253,2018,Colombia,Colombia,0,0,0,7816473,0
38254,2018,Cuba,Colombia,73,61,0,0,0
38255,2018,Ecuador,Colombia,8,0,0,0,0
38256,2018,Eritrea,Colombia,5,0,0,0,0
38257,2018,Ethiopia,Colombia,17,0,0,0,0
38258,2018,Palestinian,Colombia,0,5,0,0,0
38259,2018,Honduras,Colombia,5,0,0,0,0
38260,2018,Hungary,Colombia,6,0,0,0,0
38261,2018,Iraq,Colombia,9,0,0,0,0
38262,2018,Nicaragua,Colombia,14,0,0,0,0
38263,2018,Romania,Colombia,7,0,0,0,0
38264,2018,El Salvador,Colombia,11,0,0,0,0
38265,2018,Serbia and Kosovo: S/RES/1244 (1999),Colombia,7,0,0,0,0
38266,2018,Sierra Leone,Colombia,5,0,0,0,0
38267,2018,Somalia,Colombia,11,0,0,0,0
38268,2018,Syrian Arab Rep.,Colombia,8,8,0,0,0
38269,2018,Türkiye,Colombia,0,36,0,0,0
38270,2018,Venezuela (Bolivarian Republic of),Colombia,94,2729,0,0,0
38271,2018,Yemen,Colombia,0,7,0,0,0
38272,2018,Stateless,Colombia,0,0,0,0,0
38273,2018,Angola,Costa Rica,0,15,0,0,0
38274,2018,Argentina,Costa Rica,0,14,0,0,0
38275,2018,Bangladesh,Costa Rica,0,16,0,0,0
38276,2018,Burkina Faso,Costa Rica,0,5,0,0,0
38277,2018,Brazil,Costa Rica,0,5,0,0,0
38278,2018,China,Costa Rica,0,11,0,0,0
38279,2018,Cameroon,Costa Rica,0,19,0,0,0
38280,2018,Congo,Costa Rica,0,57,0,0,0
38281,2018,Dem. Rep. of the Congo,Costa Rica,5,16,0,0,0
38282,2018,Colombia,Costa Rica,2258,898,0,0,0
38283,2018,Cuba,Costa Rica,378,200,0,0,0
38284,2018,Ecuador,Costa Rica,0,13,0,0,0
38285,2018,Eritrea,Costa Rica,0,5,0,0,0
38286,2018,Ethiopia,Costa Rica,5,0,0,0,0
38287,2018,Gambia,Costa Rica,0,5,0,0,0
38288,2018,Germany,Costa Rica,0,5,0,0,0
38289,2018,Ghana,Costa Rica,0,58,0,0,0
38290,2018,Guatemala,Costa Rica,25,14,0,0,0
38291,2018,Haiti,Costa Rica,12,44,0,0,0
38292,2018,Honduras,Costa Rica,159,388,0,0,0
38293,2018,Cote d'Ivoire,Costa Rica,0,5,0,0,0
38294,2018,India,Costa Rica,5,0,0,0,0
38295,2018,Iran (Islamic Rep. of),Costa Rica,5,0,0,0,0
38296,2018,Israel,Costa Rica,0,5,0,0,0
38297,2018,Italy,Costa Rica,0,5,0,0,0
38298,2018,Mexico,Costa Rica,6,15,0,0,0
38299,2018,Nepal,Costa Rica,0,105,0,0,0
38300,2018,Niger,Costa Rica,0,5,0,0,0
38301,2018,Nicaragua,Costa Rica,456,22706,0,0,0
38302,2018,Nigeria,Costa Rica,19,0,0,0,0
38303,2018,Pakistan,Costa Rica,0,11,0,0,0
38304,2018,Panama,Costa Rica,5,5,0,0,0
38305,2018,Peru,Costa Rica,15,0,0,0,0
38306,2018,Russian Federation,Costa Rica,19,5,0,0,0
38307,2018,El Salvador,Costa Rica,782,2310,0,0,0
38308,2018,Senegal,Costa Rica,0,6,0,0,0
38309,2018,Somalia,Costa Rica,7,7,0,0,0
38310,2018,Spain,Costa Rica,0,8,0,0,0
38311,2018,Syrian Arab Rep.,Costa Rica,9,12,0,0,0
38312,2018,Ukraine,Costa Rica,17,0,0,0,0
38313,2018,United States of America,Costa Rica,0,26,0,0,0
38314,2018,Venezuela (Bolivarian Republic of),Costa Rica,344,5365,0,0,0
38315,2018,Zimbabwe,Costa Rica,0,5,0,0,0
38316,2018,Stateless,Costa Rica,0,0,0,0,0
38317,2018,Unknown,Costa Rica,0,201,0,0,0
38318,2018,Afghanistan,Cuba,42,0,0,0,0
38319,2018,Eritrea,Cuba,17,0,0,0,0
38320,2018,Ethiopia,Cuba,5,0,0,0,0
38321,2018,Palestinian,Cuba,6,0,0,0,0
38322,2018,Iran (Islamic Rep. of),Cuba,17,12,0,0,0
38323,2018,Iraq,Cuba,5,0,0,0,0
38324,2018,Sudan,Cuba,0,7,0,0,0
38325,2018,Syrian Arab Rep.,Cuba,44,5,0,0,0
38326,2018,Western Sahara,Cuba,134,0,0,0,0
38327,2018,Yemen,Cuba,17,0,0,0,0
38328,2018,Stateless,Cabo Verde,0,0,0,0,0
38329,2018,Afghanistan,Cyprus,14,5,0,0,0
38330,2018,Albania,Cyprus,0,5,0,0,0
38331,2018,Algeria,Cyprus,8,7,0,0,0
38332,2018,Egypt,Cyprus,110,706,0,0,0
38333,2018,Armenia,Cyprus,26,21,0,0,0
38334,2018,Bangladesh,Cyprus,5,750,0,0,0
38335,2018,Burkina Faso,Cyprus,0,5,0,0,0
38336,2018,Belarus,Cyprus,0,5,0,0,0
38337,2018,Bosnia and Herzegovina,Cyprus,15,0,0,0,0
38338,2018,China,Cyprus,5,7,0,0,0
38339,2018,Cameroon,Cyprus,59,660,0,0,0
38340,2018,Congo,Cyprus,6,32,0,0,0
38341,2018,Dem. Rep. of the Congo,Cyprus,21,120,0,0,0
38342,2018,Cuba,Cyprus,0,5,0,0,0
38343,2018,Eritrea,Cyprus,53,0,0,0,0
38344,2018,Ethiopia,Cyprus,10,13,0,0,0
38345,2018,Gambia,Cyprus,5,58,0,0,0
38346,2018,Palestinian,Cyprus,1997,294,0,0,0
38347,2018,Georgia,Cyprus,85,475,0,0,0
38348,2018,Ghana,Cyprus,0,13,0,0,0
38349,2018,Guinea,Cyprus,5,15,0,0,0
38350,2018,Cote d'Ivoire,Cyprus,5,22,0,0,0
38351,2018,India,Cyprus,7,982,0,0,0
38352,2018,Iran (Islamic Rep. of),Cyprus,550,266,0,0,0
38353,2018,Iraq,Cyprus,890,445,0,0,0
38354,2018,Jordan,Cyprus,38,70,0,0,0
38355,2018,Kazakhstan,Cyprus,5,0,0,0,0
38356,2018,Kyrgyzstan,Cyprus,5,0,0,0,0
38357,2018,Libya,Cyprus,0,9,0,0,0
38358,2018,Lebanon,Cyprus,52,45,0,0,0
38359,2018,Sri Lanka,Cyprus,25,364,0,0,0
38360,2018,Rep. of Moldova,Cyprus,18,5,0,0,0
38361,2018,Mali,Cyprus,0,5,0,0,0
38362,2018,Morocco,Cyprus,0,5,0,0,0
38363,2018,Nepal,Cyprus,0,205,0,0,0
38364,2018,Nigeria,Cyprus,12,192,0,0,0
38365,2018,Pakistan,Cyprus,17,590,0,0,0
38366,2018,Philippines,Cyprus,12,185,0,0,0
38367,2018,Russian Federation,Cyprus,77,45,0,0,0
38368,2018,Rwanda,Cyprus,5,0,0,0,0
38369,2018,Serbia and Kosovo: S/RES/1244 (1999),Cyprus,59,5,0,0,0
38370,2018,Senegal,Cyprus,0,23,0,0,0
38371,2018,Sierra Leone,Cyprus,24,5,0,0,0
38372,2018,Somalia,Cyprus,184,256,0,0,0
38373,2018,Viet Nam,Cyprus,0,529,0,0,0
38374,2018,Sudan,Cyprus,13,0,0,0,0
38375,2018,Syrian Arab Rep.,Cyprus,6259,2553,0,0,0
38376,2018,Türkiye,Cyprus,210,111,0,0,0
38377,2018,Ukraine,Cyprus,30,120,0,0,0
38378,2018,Uzbekistan,Cyprus,5,5,0,0,0
38379,2018,Yemen,Cyprus,20,9,0,0,0
38380,2018,Zimbabwe,Cyprus,0,12,0,0,0
38381,2018,Stateless,Cyprus,56,0,0,0,0
38382,2018,Unknown,Cyprus,0,8,0,0,0
38383,2018,Afghanistan,Czechia,46,16,0,0,0
38384,2018,Algeria,Czechia,0,8,0,0,0
38385,2018,Egypt,Czechia,5,7,0,0,0
38386,2018,Armenia,Czechia,29,74,0,0,0
38387,2018,Azerbaijan,Czechia,18,32,0,0,0
38388,2018,Belarus,Czechia,232,16,0,0,0
38389,2018,Bosnia and Herzegovina,Czechia,5,0,0,0,0
38390,2018,China,Czechia,20,0,0,0,0
38391,2018,Cameroon,Czechia,5,5,0,0,0
38392,2018,Dem. Rep. of the Congo,Czechia,8,0,0,0,0
38393,2018,Cuba,Czechia,61,25,0,0,0
38394,2018,Eritrea,Czechia,13,0,0,0,0
38395,2018,Ethiopia,Czechia,5,0,0,0,0
38396,2018,Georgia,Czechia,16,45,0,0,0
38397,2018,Guinea,Czechia,5,0,0,0,0
38398,2018,India,Czechia,0,5,0,0,0
38399,2018,Iran (Islamic Rep. of),Czechia,8,8,0,0,0
38400,2018,Iraq,Czechia,172,21,0,0,0
38401,2018,Jordan,Czechia,0,5,0,0,0
38402,2018,Kazakhstan,Czechia,120,24,0,0,0
38403,2018,Kyrgyzstan,Czechia,14,18,0,0,0
38404,2018,Libya,Czechia,14,14,0,0,0
38405,2018,Lebanon,Czechia,5,0,0,0,0
38406,2018,Sri Lanka,Czechia,7,0,0,0,0
38407,2018,Rep. of Moldova,Czechia,19,7,0,0,0
38408,2018,Mongolia,Czechia,6,6,0,0,0
38409,2018,Morocco,Czechia,5,0,0,0,0
38410,2018,Myanmar,Czechia,145,0,0,0,0
38411,2018,Nigeria,Czechia,8,17,0,0,0
38412,2018,Pakistan,Czechia,13,23,0,0,0
38413,2018,Russian Federation,Czechia,148,53,0,0,0
38414,2018,Saudi Arabia,Czechia,5,0,0,0,0
38415,2018,Serbia and Kosovo: S/RES/1244 (1999),Czechia,9,0,0,0,0
38416,2018,Sierra Leone,Czechia,5,0,0,0,0
38417,2018,Somalia,Czechia,10,5,0,0,0
38418,2018,Viet Nam,Czechia,16,45,0,0,0
38419,2018,Sudan,Czechia,11,0,0,0,0
38420,2018,Syrian Arab Rep.,Czechia,448,8,0,0,0
38421,2018,Turkmenistan,Czechia,7,0,0,0,0
38422,2018,Togo,Czechia,5,0,0,0,0
38423,2018,Tunisia,Czechia,0,8,0,0,0
38424,2018,Türkiye,Czechia,5,20,0,0,0
38425,2018,Uganda,Czechia,5,0,0,0,0
38426,2018,Ukraine,Czechia,318,241,0,0,0
38427,2018,Uzbekistan,Czechia,72,52,0,0,0
38428,2018,Venezuela (Bolivarian Republic of),Czechia,5,5,0,0,0
38429,2018,Yemen,Czechia,15,5,0,0,0
38430,2018,Stateless,Czechia,98,15,0,0,0
38431,2018,Unknown,Czechia,0,1077,0,0,0
38432,2018,Afghanistan,Denmark,2750,284,0,0,0
38433,2018,Albania,Denmark,5,15,0,0,0
38434,2018,Algeria,Denmark,5,16,0,0,0
38435,2018,Egypt,Denmark,16,10,0,0,0
38436,2018,Armenia,Denmark,71,36,0,0,0
38437,2018,Azerbaijan,Denmark,41,16,0,0,0
38438,2018,Burundi,Denmark,5,5,0,0,0
38439,2018,Bangladesh,Denmark,20,6,0,0,0
38440,2018,Belarus,Denmark,5,18,0,0,0
38441,2018,Bosnia and Herzegovina,Denmark,5,0,0,0,0
38442,2018,China,Denmark,16,0,0,0,0
38443,2018,Cameroon,Denmark,6,17,0,0,0
38444,2018,Congo,Denmark,5,0,0,0,0
38445,2018,Dem. Rep. of the Congo,Denmark,84,15,0,0,0
38446,2018,Colombia,Denmark,5,35,0,0,0
38447,2018,Eritrea,Denmark,4610,322,0,0,0
38448,2018,Ethiopia,Denmark,93,22,0,0,0
38449,2018,Gambia,Denmark,5,11,0,0,0
38450,2018,Palestinian,Denmark,20,0,0,0,0
